职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模
数据分析师,5千-7千,青岛-城阳区,1-3年,本科,"['数据分析', '需求分析', '大数据分析', '商业数据分析', '回归分析', '公文写作']",博和利统计大数据(天津)集团有限公司,民营 ,100-299人 
数据分析员,5千-7千,青岛-城阳区,不限,本科,"['Python', '舆情分析', '数据挖掘', '数据分析', '英语']",北京盘拓数据科技有限公司,民营 ,20-99人 
大数据分析师,5千-1万,青岛-市北区,不限,大专,"['Python', 'Java', 'SQL', 'SPSS', '回归分析', '描述统计', '方差分析', 'R']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据分析师,6千-1.2万,青岛-城阳区,不限,学历不限,['数据'],青岛光束科技信息服务有限公司,民营 ,20-99人 
数据分析师,7千-1万,青岛,1-3年,本科,"['数据分析', 'SPSS', 'SQL']",青岛怡口环保科技有限公司,民营 ,300-499人 
数据分析专员,5千-7千,青岛,1-3年,大专,"['统计学', '数据统计分析']",青岛锐海盈营销咨询有限公司,民营 ,100-299人 
数据分析经理,7千-1.2万,青岛-市北区,5-10年,本科,"['数据分析', 'SQL', '商业数据分析', '市场数据分析', '运营数据分析', '经营数据分析', '电商数据分析']",青岛儒海船舶工程有限公司,民营 ,100-299人 
数据分析师,6千-8千,青岛-市北区,不限,大专,"['数据分析', '商业数据分析', '运营数据分析', '经营数据分析', '市场数据分析']",安徽闳瑞幸成信息技术有限公司,民营 ,300-499人 
商业数据分析,5千-9千,青岛-市南区,不限,学历不限,"['数据挖掘', '金融', 'SQL', 'Hive', '电商', '计算机专业', '数学/统计学专业']",山东胜飞科技有限公司,民营 ,20-99人 
数据分析师,6千-8千,青岛,1-3年,本科,"['分类算法', '经营数据分析', '运营数据分析', '关联分析', '主成份分析', '判别分析', '多元统计分析', '方差分析']",北京科拉斯科技有限公司,港澳台公司 ,1000-9999人 
丽达茂—会员数据管理岗,4千-8千,青岛,不限,大专,"['物业客服', '现场客服', '零售客服', '倒班制', '全白班']",青岛丽达浮山后购物中心有限公司,股份制企业 ,1000-9999人 
运营数据分析员,5千-7千,青岛,1-3年,本科,['excel'],青岛三元集团股份有限公司,股份制企业 ,1000-9999人 
市场销售助理（数据分析）,4千-6千,青岛-崂山区,1-3年,本科,"['交通/物流', '文员', '周末双休']",欧西爱司物流(上海)有限公司,外商独资 ,1000-9999人 
数据分析师-市南,5千-7千,青岛-市南区,不限,本科,['数据分析'],优创（青岛）数据技术有限公司,外商独资 ,1000-9999人 
数据库工程师/管理员,5千-8千,青岛-市南区,不限,大专,"['数据库', '数据仓库', '数据分析', '运维']",上海海由电子科技有限公司,民营 ,100-299人 
大数据开发工程师,8千-1.5万,青岛-李沧区,不限,本科,"['SQL', 'Kettle', 'Hadoop']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
业务数据分析岗,1万-1.5万,青岛-崂山区,3-5年,本科,"['SQL', 'MATLAB', 'IT/互联网']",海尔消费金融,合资 ,500-999人 
数据统计专员,7千-9千,青岛-市南区,不限,大专,"['SPSS', 'Tableau', 'excel']",一路空间(北京)信息科技有限公司,民营 ,20-99人 
业务数据分析师-市南,6千-8千,青岛-市南区,1-3年,本科,"['数据分析', 'SQL', 'Power BI', 'SSIS', 'SSRS', 'SSAS', 'Oracle', 'ETL']",优创（青岛）数据技术有限公司,外商独资 ,1000-9999人 
数据分析专员,4千-6千,青岛-崂山区,不限,本科,['Excel'],福兴祥物流集团有限公司,民营 ,100-299人 
资产运营数据分析,7千-1.2万,青岛,3-5年,本科,"['商业数据分析', '投放数据分析', '市场数据分析', '经营数据分析', '财务数据分析']",特来电新能源股份有限公司,股份制企业 ,1000-9999人 
数据分析师,8千-1.3万,青岛-市南区,不限,大专,"['Python', 'SQL', 'Java', '计算机', '互联网', '数据库', 'R', 'Excel']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
运营部（数据分析师）,6千-8千,青岛-市北区,1-3年,本科,"['Python', 'MySQL']",青岛万剧国际文化交流有限公司,社会团体 ,20-99人 
大数据分析,4千-8千,青岛-市北区,不限,学历不限,"['Python', 'Shell', 'SQL', 'Scala', 'SPSS', 'Wireshark', '方差分析', 'CMMS']",青岛傲冠信息科技有限公司,民营 ,20-99人 
初级数据分析师,4千-7千,青岛-李沧区,不限,大专,['数据分析'],青岛全成亿家智能科技有限公司,民营 ,20-99人 
统计分析师,7千-1.2万,青岛-城阳区,1-3年,本科,"['SPSS', '决策树', '数据建模', '数据分析']",凯盛浩丰农业有限公司,其它 ,500-999人 
数据处理工程师+住宿9-15k,9千-1.5万,青岛-市南区,不限,中专/中技,"['SQL', 'Python', 'Hive', 'Java', '相关分析', 'R', 'Excel']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
数据分析工程师,1万-1.5万,青岛-崂山区,3-5年,本科,"['Python', 'Hadoop']",青软创新科技集团股份有限公司,民营 ,500-999人 
数据分析（双休/五险一金）,5千-1万,青岛,1年以下,本科,['excel'],青岛尊道传媒有限公司,民营 ,100-299人 
《15万顶薪》数据分析专员 广告,6千-9千,青岛-市南区,不限,本科,"['数据分析', '数据监控']",青岛震游软件科技有限公司,民营 ,100-299人 
数据分析专员+宿舍双休,7千-9千,青岛-市北区,不限,大专,"['数据分析', 'Java']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据分析师助理6-8K+双休,6千-8千,青岛-市南区,不限,学历不限,"['Python', 'SQL', 'Java', 'Hive', '计算机', '互联网', '相关分析']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
信息分析助理 （市场研究员方向）,1万-1.2万,青岛-市南区,不限,本科,"['期货研究', '制造业', '基本面研究', '经济研究', '技术面研究']",青岛汇鑫国际贸易有限公司,民营 ,20-99人 
报表开发,1.2万-1.3万,青岛-市南区,1-3年,大专,['FineReport (帆软)'],深圳市睿服科技有限公司,股份制企业 ,1000-9999人 
统计分析师,7千-1.2万,青岛-城阳区,3-5年,本科,"['决策树', '回归分析', 'SPSS', '多元统计分析', '方差分析', '聚类分析', '因子分析', '相关分析']",凯盛浩丰农业有限公司,其它 ,500-999人 
金融数据分析师,8千-1.5万,青岛-李沧区,不限,本科,"['风险分析', '行业分析', '舆情分析', 'SQL', 'Oracle', '金融业', '银行数据分析', '基金数据分析']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
大数据开发工程师,8千-1万,青岛-市北区,不限,学历不限,"['Java', 'Python', 'Shell']",青岛蓝鼎网络科技有限公司,民营 ,100-299人 
数据分析工程师,9千-1.5万,青岛-黄岛区,1-3年,本科,"['Java', 'Python', 'Kafka', 'Flink', 'Kerberos', 'Spark', 'Hive']",青岛以萨数据技术有限公司,民营 ,500-999人 
销售数据分析师,9千-1.8万,青岛-黄岛区,3-5年,大专,['批发/零售'],青岛文达通科技股份有限公司,民营 ,100-299人 
电商数据分析师,5千-6千,青岛,1-3年,本科,"['Excel', 'SQL']",青岛尊道传媒有限公司,民营 ,100-299人 
金融数据分析助理,7千-8千,青岛-李沧区,无经验,大专,"['基金数据分析', '政策分析']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
商业地产分析师,8千-1.5万,青岛-市南区,3-5年,本科,"['商业分析', '市场调研', '前期定位']",北京戴德梁行咨询有限公司,外商独资 ,100-299人 
政府统计专员,5千-7千,青岛-城阳区,1-3年,本科,"['数据分析', '回归分析', '公文写作', '分析报告']",博和利统计大数据(天津)集团有限公司,民营 ,100-299人 
高级数据专家,2万-4万,青岛-崂山区,不限,本科,"['模型设计', '数据分析', '数据库', 'NoSQL']",歌尔股份,股份制企业 ,10000人以上 
数据分析（电商方向）,5千-1万,青岛,1年以下,本科,['数据运营'],青岛尊道传媒有限公司,民营 ,100-299人 
数据分析专员,4千-8千,青岛-李沧区,不限,大专,"['Java', 'Python', 'Shell', '回归分析', 'Flume', 'Storm', '方差分析', '多元统计分析']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据分析师,8千-1.3万,青岛-李沧区,不限,本科,"['SQL', 'Java']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
数据审核分析专员（双休）,6千-8千,青岛-市南区,不限,大专,"['Java', 'Python', 'Hadoop', 'SQL', 'R', '描述统计', '效度分析']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
大数据开发专员,6千-1.2万,青岛-城阳区,不限,大专,"['Python', 'SQL', 'SmartBI', 'R语言', 'HIVE', 'FineReport (帆软)']",青岛识君信息技术有限公司,民营 ,20-99人 
发展企划部经营分析岗,6千-8千,青岛,1-3年,本科,['数据分析'],太平洋产险,股份制企业 ,10000人以上 
集团运营管培生（业务方向&数据分析）,6千-1万,青岛,不限,本科,"['数据分析方向', '业务方向', '运营方向', '商务方向', '职能方向']",联信集团,合资 ,1000-9999人 
金融数据分析师,7千-9千,青岛-李沧区,不限,学历不限,"['经济分析', '行业分析', '技术面分析', 'MySQL', 'Oracle', 'SQL', '银行数据分析', '证券数据分析']",青岛洛塔信息技术有限公司,股份制企业 ,20人以下 
高级业务运营分析师-市南,8千-1.5万,青岛-市南区,1-3年,本科,['Python'],优创（青岛）数据技术有限公司,外商独资 ,1000-9999人 
BI报表开发工程师,1万-1.2万,青岛-市南区,3-5年,大专,['报表开发'],深圳市睿服科技有限公司,股份制企业 ,1000-9999人 
数据分析专员,4千-8千,青岛-城阳区,不限,大专,"['Java', 'Python', 'Shell', '回归分析', 'Flume', 'Storm', '方差分析', '多元统计分析']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据合规,7千-1.2万,青岛-黄岛区,3-5年,本科,['上市数据合规管理'],青岛文达通科技股份有限公司,民营 ,100-299人 
污染数据分析、大气污染管控工程师 （青岛）,6千-8千,青岛-黄岛区,不限,本科,"['环境监测', '环境评价', '环保技术支持', '环保设备运维']",青岛森天环境科技有限公司,民营 ,20-99人 
数据分析专员--双休五险,4千-8千,青岛-市北区,不限,大专,"['SQL', 'Python', 'Java', 'SAS', 'Hive', 'Spark', 'R', '方差分析']",青岛识君信息技术有限公司,民营 ,20-99人 
数据审核分析专员双休6-8K,6千-8千,青岛-市北区,不限,学历不限,"['Java', 'Python', 'SQL', '计算机', '可实习', '描述统计', '相关分析', 'R']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
财务数据分析师,5千-8千,青岛-市南区,不限,学历不限,"['数据分析', 'Python', 'Java', 'SQL', 'Hadoop', 'Hive', 'Excel']",山东胜飞科技有限公司,民营 ,20-99人 
scala开发工程师,9千-1.5万,青岛-市南区,1-3年,本科,"['Scala', 'DataX', 'Spark', 'Flink', 'Streaming']",青岛格兰德信用管理咨询有限公司,合资 ,100-299人 
数据分析工程师,8千-1.6万,青岛-李沧区,1-3年,本科,"['数据分析', '数据清洗', 'Python']",华晟(青岛)智能装备科技有限公司,民营 ,100-299人 
大数据开发专员,6千-1.2万,青岛-李沧区,不限,大专,"['Python', 'SQL', 'SmartBI', 'R语言', 'HIVE', 'FineReport (帆软)']",青岛识君信息技术有限公司,民营 ,20-99人 
数据统计分析员双休,5千-8千,青岛-市南区,不限,大专,"['收益分析', '经营分析', '财务预算', '财务报告', '财务体系']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
数据分析师,4千-8千,青岛-李沧区,不限,大专,"['数据分析', 'MySQL', '大数据分析', '数据挖掘', 'Python']",青岛全成亿家智能科技有限公司,民营 ,20-99人 
数据分析师,4千-7千,青岛-市南区,不限,大专,"['数据分析', 'MySQL']",上海云骞机电设备有限公司,其它 ,100-299人 
经营分析,1万-2万,青岛-市南区,3-5年,硕士,"['经营分析', '财务分析']",青岛景惠诚科技有限公司,民营 ,300-499人 
数据库助理,6千-1.2万,青岛-市南区,不限,大专,"['Java', 'Python']",青岛黑臻科技信息有限公司,民营 ,20-99人 
大数据分析专员--双休无加班,5千-1万,青岛-李沧区,不限,大专,"['Python', 'SQL', 'SAS', 'Hbase', 'Java', '相关分析', '信度分析', 'ROC分析']",青岛识君信息技术有限公司,民营 ,20-99人 
临床数据协调员,4千-5千,青岛-崂山区,1年以下,本科,"['生物工程', '临床数据分析', '临床试验', '医药科研']",普瑞盛(北京)医药科技开发有限公司,合资 ,300-499人 
数据分析师,4千-6千,青岛-市北区,不限,大专,"['Python', 'Java', 'SQL', '回归分析', 'SAS', '方差分析', 'R']",青岛傲冠信息科技有限公司,民营 ,20-99人 
数据库助理五险一金5-7K双休,8千-1万,青岛-市北区,不限,学历不限,"['Java', 'Python', 'SQL', 'SAS', 'Hive', '可实习', '计算机', 'Excel']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
技术助理,4千-7千,青岛-市南区,不限,大专,"['Python', 'Spark', 'Hadoop', 'SPSS', '回归分析', 'R', 'Excel', '相关分析']",青岛不倒科技有限公司,其它 ,100-299人 
大数据开发专员,6千-1.2万,青岛-市北区,不限,大专,"['Python', 'SQL', 'SmartBI', 'R语言', 'HIVE', 'FineReport (帆软)']",青岛识君信息技术有限公司,民营 ,20-99人 
数据挖掘分析师,面议,青岛,不限,本科,['数据挖掘'],海尔集团公司,上市公司 ,10000人以上 
数据分析员,4千-6千,青岛,1-3年,大专,['数据分析'],青岛朗日天成新能源科技有限公司,民营 ,20-99人 
数据分析员,1万-1.5万,青岛-城阳区,3-5年,本科,['采购'],四川科航人力资源服务有限公司,民营 ,100-299人 
金融数据分析师,5千-9千,青岛-市南区,不限,学历不限,"['数据分析', '金融业', 'IT/互联网', 'Python', 'Oracle', '银行数据分析', '保险数据分析', '理财数据分析']",山东胜飞科技有限公司,民营 ,20-99人 
销售数据分析师,面议,青岛-市南区,3-5年,本科,"['数据分析', '大数据分析']",海信集团,国企 ,10000人以上 
数据分析专员,4千-8千,青岛-市北区,不限,大专,"['Java', 'Python', 'Shell', '回归分析', 'Flume', 'Storm', '方差分析', '多元统计分析']",青岛傲冠信息科技有限公司,民营 ,20-99人 
sas程序员,4千-6千,青岛-崂山区,不限,本科,"['SAS', '生物统计学', '数据库构建', '医学', '数据挖掘', '数据建模', 'STATA', 'R语言']",普瑞盛(北京)医药科技开发有限公司,合资 ,300-499人 
账户增长操控,6千-1万,青岛,不限,大专,"['行业分析', '商业分析', '数据挖掘']",山东睿盛金融科技有限公司,民营 ,20-99人 
《21万顶薪》数据分析专员00,1万-2万,青岛,1-3年,本科,"['数据分析', '聚类', '神经网络', '机器学习']",青岛震游软件科技有限公司,民营 ,100-299人 
数据分析工程师 （BI方向）,1万-1.5万,青岛-黄岛区,5-10年,本科,['BI'],青岛某集团有限公司,国企 ,100-299人 
金融项目数据处理6-10K+五险一金,8千-1万,青岛-市北区,不限,大专,"['Java', 'Python', 'SQL', 'Hadoop', 'SPSS', '可实习', 'Excel', 'R']",青岛嘉淼网络科技有限公司,民营 ,20-99人 
集团管理培训生（数据分析、统计学方向）,6千-1万,青岛,不限,本科,"['数据统计分析', '金融']",联信集团,合资 ,1000-9999人 
资管分析师,6千-1万,青岛,不限,大专,"['经济分析', '风险分析', '行业分析', '舆情分析', '政策分析']",山东睿盛金融科技有限公司,民营 ,20-99人 
