iter	Logloss
0	0.626815186
11	0.568476734222	0.521329876433	0.479126569944	0.445768775655	0.414074443866	0.388531184877	0.366588634988	0.344174554999	0.3253984464
10	0.3076199039
11	0.2943444645
12	0.2830795151
13	0.2713738473
14	0.2615722895
15	0.2522940126
16	0.2446810532
17	0.2378242019
18	0.2331969141919	0.2282105152020	0.2244856729
21	0.2201459053
22	0.2169727744
23	0.213802991
24	0.2108847309
25	0.207893868
26	0.2057569336
27	0.2041079963
28	0.2021485445
29	0.2003447977
30	0.1984791422
31	0.1970405781
32	0.1959819069
33	0.1947714169
34	0.193674923
35	0.1923366153
36	0.1912347725
37	0.1903365237
38	0.1896704183
39	0.1888627022
40	0.1881996717
41	0.1877627834
42	0.1871756753
43	0.1865515843
44	0.1860978116
45	0.1856499992
46	0.1851821431
47	0.1848036203
48	0.1844412004
49	0.1840961558
50	0.1836515572
51	0.18329175
52	0.1830836181
53	0.1828367757
54	0.1825714912
55	0.1822681929
56	0.1821282353
57	0.1819529828
58	0.1816896278
59	0.1813595959
60	0.1811782889
61	0.1809374447
62	0.1806853554
63	0.1805139344
64	0.1803015793
65	0.1800983587
66	0.1799387928
67	0.1811330442
68	0.1809354832
69	0.1807527071
70	0.1805685304
71	0.1804060771
72	0.1802213556
73	0.1800651483
74	0.1799699662
75	0.1798840678776	0.1797990044777	0.1796208389778	0.1795375747979	0.1794610728080	0.1793538108181	0.1792524278282	0.1791004
83	0.17898349
84	0.1788874826
858585	0.1757448868686	0.17566468187	0.1771772006
88	0.1770478657
89	0.176910058
90	0.1768510524
91	0.1766654601
92	0.1765366866
93	0.1764757781
94	0.1763601997
95	0.1761996194
96	0.1761316072
97	0.1760500787
98	0.1759580599
99	0.1758409343
100	0.175771213
101	0.1757011722
102	0.1755828387
103	0.1755056818
104	0.1754246645
105	0.1753408866
106	0.1752898041
107	0.1752292582
108	0.175157298
109	0.1750662427
110	0.1749846652
111	0.1748799177
112	0.1748251837
113	0.1747672881
114	0.1747382286
115	0.1746508724
116	0.1745665697
117	0.1745022947
118	0.1744711736
119	0.1743979693
120	0.1743444808
121	0.1742616648
122	0.1742278272
123	0.1741312222
124	0.1740511911
125	0.1740240291
126	0.1739901466
127	0.1739211197
128	0.173889359
129	0.1738435713
130	0.1737572924
131	0.1736828566
132	0.1736276628
133	0.1735621222
134	0.1735066566
135	0.1734699052
136	0.1734360103
137	0.1734054909
138	0.1733549189
139	0.1733223099
140	0.1732453603
141	0.1731934852
142	0.1731453638
143	0.1730857531
144	0.173017891
145	0.1728928806
146	0.1728454384
147	0.1727881443
148	0.1727103345
149	0.1726797886
150	0.1725809397
151	0.1724752411
152	0.172432229
153	0.1723837749
154	0.1723264498
155	0.1723027314
156	0.1722280997
157	0.1721964402
158	0.1721755714
159	0.1721233708
160	0.1720471541
161	0.1720020625
162	0.1719620756
163	0.1719079888
164	0.171840352
165	0.1717979576
166	0.171771894
167	0.1717377317
168	0.1716886943
169	0.1716242425
170	0.1716057787
171	0.1715365478
172	0.1714687332
173	0.1714461496
174	0.1714178815
175	0.1714009542
176	0.1713534185
177	0.1713064587
178	0.1712833394
179	0.1712651566
180	0.1711842345
181	0.1711062535
182	0.1710630405
183	0.1710177978
184	0.1709919152
185	0.1709798708
186	0.1709545508
187	0.1708415207
188	0.1708116601
189	0.1707692232
190	0.170728557
191	0.1706835186
192	0.1706381138
193	0.1705971384
194	0.1705362483
195	0.1704735393
196	0.1703872034
197	0.17033425
198	0.1702918465
199	0.1702526419
200	0.1702107521
201	0.1701674796
202	0.1701280385
203	0.1700903634
204	0.1700313117
205	0.1699829064
206	0.169904898
207	0.1698497023
208	0.1698009388
209	0.1697393312
210	0.1696881125
211	0.1696705941
212	0.1696200543
213	0.169579399
214	0.1695538895
215	0.1695125918
216	0.1694548069
217	0.1694266827
218	0.1693403404
219	0.1693209909
220	0.1692917858
221	0.1692126999
222	0.1692095331
223	0.1691925724
224	0.1691413307
225	0.1690939171
226	0.1690457379
227	0.1690413288
228	0.168991456
229	0.1689153369
230	0.1688480471
231	0.1688159649
232	0.1687955627
233	0.1687390098
234	0.1687134768
235	0.1686665084
236	0.168661165
237	0.1685919813
238	0.1685552922
239	0.1685160233
240	0.1685055293
241	0.1684587809
242	0.1683943681
243	0.1683491248
244	0.1683415786
245	0.1682878648
246	0.1682397642
247	0.1682235969
248	0.1681879431
249	0.1681352513
250	0.1681179215
251	0.1680631292
252	0.1680289416
253	0.1679676781
254	0.1678720808
255	0.1677915479
256	0.1677127785
257	0.167642384
258	0.1675339847
259	0.1675127552
260	0.1674915932
261	0.1674683912
262	0.1674454897
263	0.1674031876
264	0.1673335709
265	0.1673075309
266	0.1672680896
267	0.1672369634
268	0.1671747743
269	0.1670961671
270	0.1670244932
271	0.166992935
272	0.1669217794
273	0.1668754922
274	0.1668036578
275	0.1667677525
276	0.1667385238
277	0.1666747959
278	0.1665885929
279	0.1665366628
280	0.1664809718
281	0.1664360441
282	0.1664083448
283	0.166381357
284	0.1663293386
285	0.1662999674
286	0.166252205
287	0.1662071227
288	0.1661628033
289	0.1661443462
290	0.1660971714
291	0.1660534681
292	0.1660289114
293	0.1659955108
294	0.1659507628
295	0.1659455662
296	0.1659085234
297	0.1658813854
298	0.165828616
299	0.1657866296
300	0.1657440817
301	0.1656652532
302	0.1656385162
303	0.1655997843
304	0.1655510244
305	0.1654915869
306	0.1654336776
307	0.165399556
308	0.1653514584
309	0.1652990154
310	0.1652529405
311	0.1652209618
312	0.1651752584
313	0.1651341442
314	0.1650856862
315	0.1650083716
316	0.1649638477
317	0.1649289008
318	0.1648842734
319	0.1648492327
320	0.1648415698
321	0.164792209
322	0.1647906405
323	0.1647278418
324	0.1646782534
325	0.1646420651
326	0.1645921853
327	0.1645455093
328	0.1645333961
329	0.1645028491
330	0.164500535
331	0.1644561591
332	0.1644430251
333	0.1644233308
334	0.1643701289
335	0.1643292874
336	0.1642990228
337	0.1642538169
338	0.1642156082
339	0.16417148
340	0.1641067534
341	0.1640505368
342	0.1639990833
343	0.1639668384
344	0.1639058704
345	0.1638630395
346	0.1638286888
347	0.1637754963
348	0.1637708755
349	0.1637144267
350	0.1636829792
351	0.1636162503
352	0.1635671783
353	0.1635263219
354	0.163484719
355	0.1634504684
356	0.1634246308
357	0.16339842
358	0.1633483974
359	0.1633031728
360	0.1632638363
361	0.163232469
362	0.1631732904
363	0.163139618
364	0.1630867161
365	0.1630546098
366	0.1630128962
367	0.1629591691
368	0.1629118059
369	0.1628557343
370	0.1628275223
371	0.1628105803
372	0.1627769644
373	0.1627456104
374	0.1626893014
375	0.1626385326
376	0.162621447
377	0.1626177708
378	0.1625787045
379	0.1625480407
380	0.162519848
381	0.1624507982
382	0.1624175089
383	0.1623695685
384	0.1623340392
385	0.162295331
386	0.1622173122
387	0.1621624314
388	0.162128248
389	0.162100337
390	0.1620937692
391	0.162023076
392	0.1620220867
393	0.1619844629
394	0.1619414215
395	0.1618913512
396	0.1618607115
397	0.1618328133
398	0.1617852223
399	0.1617224395
400	0.1616536004
401	0.1616163992
402	0.1615857055
403	0.1615513735
404	0.1614941591
405	0.161444724
406	0.161428842
407	0.1613999957
408	0.1613478575
409	0.1612979001
410	0.1612372811
411	0.1611711482
412	0.1611279751
413	0.1610773617
414	0.1610439773
415	0.1610048282
416	0.1609581723
417	0.1609438805
418	0.1609137492
419	0.160872689
420	0.1608670458
421	0.1608660197
422	0.1608000412
423	0.1607638035
424	0.1607366979
425	0.1607015871
426	0.1606275966
427	0.1605716412
428	0.1605175
429	0.1604907891
430	0.1604448367
431	0.1603813153
432	0.1603459535
433	0.1603220321
434	0.1602864621
435	0.1602567263
436	0.16021104
437	0.160161703
438	0.1601188601
439	0.1600832713
440	0.1600572112
441	0.1599892282
442	0.1599468231
443	0.1599205234
444	0.1599159892
445	0.1598592343
446	0.1598211855
447	0.1597957598
448	0.1597886656
449	0.1597388483
450	0.159711486
451	0.1596580684
452	0.1596208867
453	0.1595930644
454	0.1595316744
455	0.1595089052
456	0.1595058919
457	0.159471359
458	0.1594382552
459	0.1593725732
460	0.1593339992
461	0.1592808293
462	0.1592311519
463	0.15919364
464	0.1591363816
465	0.1591011776
466	0.1590571049
467	0.1590413482
468	0.1590194445
469	0.1589957119
470	0.1589736607
471	0.1589407879
472	0.1588941267
473	0.1588386833
474	0.1587677173
475	0.1587259515
476	0.1586691443
477	0.1586324906
478	0.1586027984
479	0.1585635213
480	0.1585223957
481	0.1585163008
482	0.1584776501
483	0.1584173055
484	0.1583910266
485	0.1583574196
486	0.1583067416
487	0.158265825
488	0.1582325448
489	0.1581855632
490	0.1581342125
491	0.1580725002
492	0.1580407622
493	0.1580190725
494	0.1579992372
495	0.157946655
496	0.1578708628
497	0.1578189976
498	0.1577662255
499	0.1577186389
500	0.1576898794
501	0.1576474769
502	0.1575838035
503	0.1575626573
504	0.1575224939
505	0.1574953734
506	0.1574484404
507	0.1574063087
508	0.1573595713
509	0.1573335966
510	0.1572806941
511	0.1572425215
512	0.1572049273
513	0.1571691013
514	0.1571322965
515	0.1570876559
516	0.1570416476
517	0.1570006812
518	0.156976048
519	0.1569168014
520	0.1568732583
521	0.156806094
522	0.1567718204
523	0.1567136635
524	0.1566908784
525	0.1566424778
526	0.1566186025
527	0.1565756094
528	0.1565310092
529	0.156486495
530	0.1564450117
531	0.1563933623
532	0.1563703398
533	0.1563375871
534	0.1563113977
535	0.1562759027
536	0.156239291
537	0.1561881415
538	0.1561480945
539	0.1561231786
540	0.1560655164
541	0.1560441112
542	0.156002163
543	0.1559660108
544	0.1559473319
545	0.1559031411
546	0.155848463
547	0.1557933471
548	0.1557446901
549	0.155703446
550	0.1556664788
551	0.1556191205
552	0.1555749688
553	0.1555238651
554	0.1554711668
555	0.155421994
556	0.1553838548
557	0.1553397457
558	0.155296723
559	0.1552654521
560	0.1552205849
561	0.1551886932
562	0.1551602545
563	0.1551088682
564	0.1550844559
565	0.155060576
566	0.1550298697
567	0.1549654344
568	0.1549359209
569	0.1549108111
570	0.1548642416
571	0.1548200768
572	0.1547966683
573	0.1547527713
574	0.1547486111
575	0.1547010937
576	0.1546381808
577	0.154608004
578	0.1545902884
579	0.1545532323
580	0.1544975779
581	0.1544604527
582	0.15443226
583	0.1544023005
584	0.1543625172
585	0.1543359178
586	0.1542710517
587	0.1542317157
588	0.1541635013
589	0.1541323219
590	0.1540987216
591	0.1540742661
592	0.1540164253
593	0.1539805364
594	0.1539334253
595	0.1538920109
596	0.153856846
597	0.1538379296
598	0.1537782719
599	0.1537268955
600	0.1536842617
601	0.1536582386
602	0.1536228595
603	0.1536049478
604	0.1535463374
605	0.1535105178
606	0.1534694027
607	0.1534411636
608	0.1534060898
609	0.1533688612
610	0.1533310765
611	0.1533062892
612	0.153224379
613	0.153185849
614	0.1531616938
615	0.1531122596
616	0.1530694247
617	0.1530408448
618	0.1530078996
619	0.1529852635
620	0.1529469144
621	0.1529066433
622	0.1528622542
623	0.1528386681
624	0.1527932399
625	0.1527611917
626	0.1527404347
627	0.1527282822
628	0.1526799657
629	0.1526536391
630	0.1526116127
631	0.1526029468
632	0.1525625927
633	0.1525435787
634	0.1525157313
635	0.1524886523
636	0.1524559511
637	0.1524233514
638	0.1523900549
639	0.152351245
640	0.1522981799
641	0.1522399842
642	0.1522050257
643	0.1521648354
644	0.1521211178
645	0.1520683337
646	0.1520100937
647	0.151981218
648	0.1519424337
649	0.1519237401
650	0.1519171589
651	0.1518727872
652	0.1518240696
653	0.1517639457
654	0.1517138891
655	0.1516848865
656	0.151653159
657	0.151641624
658	0.1516151394
659	0.1515936656
660	0.1515737393
661	0.1515073552
662	0.1514665804
663	0.1514363298
664	0.1514054009
665	0.1513833094
666	0.1513575943
667	0.1513181463
668	0.1512677
669	0.1512355113
670	0.1512192157
671	0.151198499
672	0.1511484713
673	0.151110477
674	0.1510591608
675	0.1510013647
676	0.1509595203
677	0.1509419993
678	0.1509155465
679	0.1508857598
680	0.1508851619
681	0.1508602671
682	0.1508347964
683	0.1508079074
684	0.1507394103
685	0.1506994816
686	0.1506546213
687	0.1506152408
688	0.1505798565
689	0.1505546711
690	0.1505154539
691	0.1504796893
692	0.1504340213
693	0.1503773925
694	0.1503507213
695	0.15030542
696	0.1502880987
697	0.1502356585
698	0.1501959523
699	0.1501672097
700	0.1501167348
701	0.1500703569
702	0.1500173223
703	0.149980336
704	0.1499390237
705	0.1498981935
706	0.1498629109
707	0.1498368864
708	0.1497698644
709	0.1497333405
710	0.1496945915
711	0.1496595492
712	0.149634846
713	0.1495894725
714	0.1495691662
715	0.1495349962
716	0.1494905846
717	0.1494516686
718	0.1494115997
719	0.149376046
720	0.1493589637
721	0.1493061728
722	0.1492714147
723	0.1492464993
724	0.1492044286
725	0.1491553833
726	0.1491259281
727	0.1490806471
728	0.1490497236
729	0.1490010108
730	0.1489395643
731	0.1489030447
732	0.1488569687
733	0.1488147098
734	0.1487883624
735	0.1487623931
736	0.1487464528
737	0.148716202
738	0.1486750847
739	0.1486381235
740	0.1486051691
741	0.1485742543
742	0.1485241293
743	0.1484895669
744	0.14844079
745	0.1484227643
746	0.1484026329
747	0.1483735232
748	0.1483347824
749	0.1483000932
750	0.1482696147
751	0.1482521071
752	0.1482180345
753	0.1481839443
754	0.1481396602
755	0.1481322343
756	0.1480644919
757	0.1480334082
758	0.1480050331
759	0.1479782288
760	0.1479433432
761	0.147895039
762	0.1478854172
763	0.1478470965
764	0.1478179342
765	0.147784309
766	0.1477285932
767	0.1476509391
768	0.1476397055
769	0.1476137357
770	0.1475686489
771	0.1475331693
772	0.147507779
773	0.1474975778
774	0.1474685407
775	0.1474461678
776	0.1474219382
777	0.1473759682
778	0.1473407427
779	0.1473218941
780	0.1472610801
781	0.1472169784
782	0.1471954255
783	0.1471062212
784	0.1470852222
785	0.1470299346
786	0.1469965417
787	0.1469630627
788	0.1469305192
789	0.1468865656
790	0.1468353897
791	0.1468007849
792	0.1467445081
793	0.1467063794
794	0.1466754735
795	0.1466242389
796	0.1465996844
797	0.1465668133
798	0.146541041
799	0.1464876728
800	0.1464801587
801	0.146455478
802	0.1464013597
803	0.1463672295
804	0.1463393463
805	0.1462993905
806	0.1462642865
807	0.1462256384
808	0.1461771536
809	0.1461532247
810	0.1461063959
811	0.1460740817
812	0.14602615
813	0.1459916493
814	0.1459617504
815	0.1459477088
816	0.1458958307
817	0.1458772208
818	0.145833182
819	0.1457983455
820	0.1457196366
821	0.1457079215
822	0.1456708588
823	0.1456461116
824	0.1456210697
825	0.1455701392
826	0.1455207649
827	0.1454752827
828	0.1454459256
829	0.1454420491
830	0.1454204786
831	0.1453932278
832	0.145353029
833	0.1453296544
834	0.1453056388
835	0.1452697033
836	0.1452664395
837	0.1452303092
838	0.145189432
839	0.1451759584
840	0.1451462516
841	0.1451004017
842	0.1450862506
843	0.1450827856
844	0.1450703659
845	0.145034811
846	0.1450112383
847	0.1450089026
848	0.1449701018
849	0.1449378632
850	0.1449374413
851	0.1449203061
852	0.1449183122
853	0.1448746519
854	0.1448720166
855	0.1448394546
856	0.1448086034
857	0.1447941093
858	0.1447892193
859	0.1447446701
860	0.1447292407
861	0.1446893654
862	0.1446678247
863	0.1446198542
864	0.1445886991
865	0.1445631094
866	0.1445193176
867	0.1445159552
868	0.1444973638
869	0.1444802897
870	0.1444509532
871	0.1444298855
872	0.1443898142
873	0.1443612445
874	0.144332405
875	0.1443126026
876	0.1442835623
877	0.1442574567
878	0.144215958
879	0.1441937426
880	0.1441558084
881	0.1441255972
882	0.1441109581
883	0.1440707019
884	0.1440473255
885	0.1440054535
886	0.1439923306
887	0.1439523678
888	0.1439182156
889	0.143894368
890	0.1438627379
891	0.1438413396
892	0.1438246609
893	0.143792764
894	0.143751656
895	0.1437207896
896	0.143714382
897	0.1436850842
898	0.1436555192
899	0.1436497574
900	0.1435810845
901	0.1435498923
902	0.1435163806
903	0.1434820331
904	0.14345728
905	0.1434266068
906	0.1433951484
907	0.1433503535
908	0.1433112925
909	0.143278479
910	0.1432472616
911	0.1432353406
912	0.143234951
913	0.1431937677
914	0.143160104
915	0.1431373694
916	0.1431073596
917	0.1430753911
918	0.1430318645
919	0.1430039801
920	0.1429811321
921	0.1429765678
922	0.1429360068
923	0.1429220157
924	0.1428824998
925	0.1428635871
926	0.1428321942
927	0.1427816699
928	0.1427686808
929	0.1427618037
930	0.142745412
931	0.1427327922
932	0.1426787132
933	0.1426350204
934	0.1426034824
935	0.1425744382
936	0.1425446205
937	0.1425120948
938	0.1424765888
939	0.1424405512
940	0.1424030428
941	0.1423800061
942	0.1423534318
943	0.1423201707
944	0.1422974266
945	0.1422833761
946	0.1422523448
947	0.1422426123
948	0.1422044848
949	0.1421785557
950	0.1421427773
951	0.1421143966
952	0.1420829222
953	0.1420119779
954	0.1419928434
955	0.1419514557
956	0.1419110205
957	0.1418616752
958	0.1418553991
959	0.1418461131
960	0.1418292205
961	0.1418054871
962	0.1417871838
963	0.1417793479
964	0.141744052
965	0.1417114824
966	0.1416792656
967	0.1416455613
968	0.1416352065
969	0.1415825761
970	0.141540625
971	0.1415011808
972	0.1414634404
973	0.1414459851
974	0.1413857777
975	0.1413566173
976	0.1413185749
977	0.1412796274
978	0.1412512386
979	0.1412230352
980	0.141192712
981	0.1411671375
982	0.1411288967
983	0.1411017611
984	0.1410716601
985	0.1410375049
986	0.1410077118
987	0.1409799781
988	0.1409343489
989	0.1408968863
990	0.1408622471
991	0.1408222376
992	0.1407864753
993	0.1407496598
994	0.1407190091
995	0.1406821949
996	0.14063575
997	0.1405947283
998	0.1405318268
999	0.1405089581
482375
999	0.1417324042
