iter	Passed	Remaining
802	11515	2825
803	11529	2810
804	11544	2796
805	11556	2781
806	11567	2766
807	11582	2752
808	11596	2737
809	11608	2722
810	11620	2708
811	11632	2693
812	11647	2678
813	11660	2664
814	11673	2649
815	11689	2635
816	11700	2620
817	11712	2606
818	11725	2591
819	11739	2576
820	11752	2562
821	11765	2547
822	11778	2533
823	11793	2519
824	11806	2504
825	11821	2490
826	11833	2475
827	11847	2461
828	11858	2446
829	11870	2431
830	11882	2416
831	11893	2401
832	11907	2387
833	11923	2373
834	11933	2358
835	11946	2343
836	11961	2329
837	11974	2314
838	11988	2300
839	11999	2285
840	12015	2271
841	12025	2256
842	12044	2243
843	12058	2228
844	12072	2214
845	12084	2199
846	12099	2185
847	12116	2171
848	12131	2157
849	12143	2142
850	12157	2128
851	12173	2114
852	12184	2099
853	12195	2084
854	12204	2069
855	12215	2054
856	12230	2040
857	12243	2026
858	12265	2013
859	12276	1998
860	12289	1984
861	12304	1969
862	12317	1955
863	12331	1941
864	12342	1926
865	12357	1912
866	12374	1898
867	12385	1883
868	12400	1869
869	12414	1855
870	12431	1841
871	12449	1827
872	12460	1812
873	12470	1797
874	12484	1783
875	12501	1769
876	12512	1754
877	12523	1740
878	12537	1725
879	12552	1711
880	12567	1697
881	12581	1683
882	12594	1668
883	12604	1653
884	12619	1639
885	12631	1625
886	12645	1610
887	12657	1596
888	12671	1582
889	12683	1567
890	12695	1553
891	12707	1538
892	12719	1524
893	12733	1509
894	12747	1495
895	12760	1481
896	12775	1466
897	12785	1452
898	12795	1437
899	12809	1423
900	12819	1408
901	12832	1394
902	12846	1379
903	12857	1365
905	12884	1336
905	12890	1337
906	12902	1322
908	12925	1293
909	12940	1279
910	12953	1265
911	12966	1251
911	12972	1251
912	12985	1237
914	13006	1208
915	13017	1193
916	13030	1179
917	13041	1164
918	13056	1150
919	13075	1136
920	13089	1122
921	13104	1108
922	13118	1094
923	13128	1079
923	13135	1080
924	13147	1066
925	13162	1051
926	13177	1037
927	13189	1023
929	13211	994
930	13225	980
931	13238	965
932	13254	951
933	13268	937
934	13284	923
935	13296	909
936	13315	895
937	13331	881
938	13343	866
939	13357	852
940	13367	838
941	13383	824
942	13396	809
943	13405	795
944	13414	780
945	13425	766
946	13438	752
947	13450	737
948	13462	723
949	13472	709
950	13482	694
951	13495	680
952	13504	665
953	13515	651
954	13526	637
955	13536	623
956	13546	608
957	13556	594
958	13565	579
959	13576	565
960	13583	551
961	13592	536
962	13601	522
963	13610	508
964	13620	494
965	13630	479
966	13638	465
967	13649	451
968	13658	436
969	13666	422
970	13676	408
971	13685	394
972	13694	380
973	13702	365
974	13711	351
975	13719	337
976	13730	323
977	13743	309
978	13751	294
979	13760	280
980	13772	266
981	13779	252
982	13787	238
983	13795	224
984	13803	210
985	13811	196
986	13818	182
987	13826	167
988	13833	153
989	13840	139
990	13847	125
991	13855	111
992	13862	97
993	13870	83
994	13877	69
995	13885	55
996	13892	41
997	13899	27
998	13907	13
999	13916	0
13
999	13898	0
