iter	Passed	Remaining
397	2853	4315
398	2862	4311
399	2870	4306
400	2878	4299
401	2885	4291
402	2892	4284
403	2899	4277
404	2913	4280
405	2928	4285
406	2942	4287
407	2956	4289
408	2970	4292
409	2981	4290
410	2988	4282
411	2996	4276
412	3004	4269
413	3011	4262
414	3018	4255
415	3025	4247
416	3033	4240
417	3039	4232
418	3046	4224
419	3053	4216
420	3059	4207
421	3066	4200
422	3073	4192
423	3080	4184
424	3087	4176
425	3094	4169
426	3101	4161
427	3108	4154
428	3115	4146
429	3123	4139
430	3131	4133
431	3138	4126
432	3144	4118
433	3152	4111
434	3159	4103
435	3166	4096
436	3173	4089
437	3180	4081
438	3188	4074
439	3195	4066
440	3204	4061
441	3211	4054
442	3218	4047
443	3226	4040
444	3233	4032
445	3241	4026
446	3247	4018
447	3255	4011
448	3262	4004
449	3270	3997
450	3277	3990
451	3284	3982
452	3292	3975
453	3299	3968
454	3307	3961
455	3314	3954
456	3322	3947
457	3329	3940
458	3336	3933
459	3343	3924
460	3352	3919
461	3359	3912
462	3366	3904
463	3373	3897
464	3381	3890
465	3388	3883
466	3396	3876
467	3403	3868
468	3411	3862
469	3418	3855
470	3425	3847
471	3433	3840
472	3440	3833
473	3448	3827
474	3456	3819
475	3463	3813
476	3470	3805
477	3478	3798
478	3485	3791
479	3492	3783
480	3499	3775
481	3507	3769
482	3515	3763
483	3523	3756
484	3530	3748
485	3537	3741
486	3544	3734
487	3551	3726
488	3558	3718
489	3565	3711
490	3573	3704
491	3580	3697
492	3591	3693
493	3601	3688
494	3608	3681
495	3615	3674
496	3623	3667
497	3630	3659
498	3637	3652
499	3644	3644
500	3651	3637
501	3659	3629
502	3666	3622
503	3672	3614
504	3680	3607
505	3687	3600
506	3694	3592
507	3702	3585
508	3709	3577
509	3716	3570
510	3723	3562
511	3730	3555
512	3737	3548
513	3745	3541
514	3751	3533
515	3758	3525
516	3765	3517
517	3772	3510
518	3779	3502
519	3786	3494
520	3793	3487
521	3799	3479
522	3807	3472
523	3814	3465
524	3821	3457
525	3829	3450
526	3836	3443
527	3842	3435
528	3850	3428
529	3857	3420
530	3864	3413
531	3872	3406
532	3879	3399
533	3887	3392
534	3895	3386
535	3903	3378
536	3910	3371
537	3917	3363
538	3923	3356
539	3930	3348
540	3939	3342
541	3946	3334
542	3953	3327
543	3960	3319
544	3967	3311
545	3974	3304
546	3981	3297
547	3987	3289
548	3994	3281
549	4001	3273
550	4008	3266
551	4015	3259
552	4022	3251
553	4029	3244
554	4036	3236
555	4043	3229
556	4050	3221
557	4057	3214
558	4064	3206
559	4071	3199
560	4078	3191
561	4087	3185
562	4094	3178
563	4102	3171
564	4109	3164
565	4117	3156
566	4123	3149
567	4130	3141
568	4138	3134
569	4145	3127
570	4152	3119
571	4159	3112
572	4166	3105
573	4174	3097
574	4180	3090
575	4187	3082
576	4194	3074
577	4201	3067
578	4208	3059
579	4214	3052
580	4221	3044
581	4228	3036
582	4234	3029
583	4241	3021
584	4248	3013
585	4255	3006
586	4262	2998
587	4269	2991
588	4276	2984
589	4283	2976
590	4290	2969
591	4297	2961
592	4304	2954
593	4311	2946
594	4318	2939
595	4326	2932
596	4333	2925
597	4340	2918
598	4347	2910
599	4354	2903
600	4361	2895
601	4368	2888
602	4375	2880
603	4382	2873
604	4389	2865
605	4396	2858
606	4403	2850
607	4410	2843
608	4417	2835
609	4426	2829
610	4434	2823
611	4441	2815
612	4448	2808
613	4455	2800
614	4462	2793
615	4469	2786
616	4478	2780
617	4485	2772
618	4492	2765
619	4499	2757
620	4506	2750
621	4513	2742
622	4520	2735
623	4527	2727
624	4533	2720
625	4540	2712
626	4547	2705
627	4554	2697
628	4561	2690
629	4568	2682
630	4575	2675
631	4586	2670
632	4594	2663
633	4602	2657
634	4611	2650
635	4618	2643
636	4625	2635
637	4632	2628
638	4639	2620
639	4646	2613
640	4653	2606
641	4660	2598
642	4667	2591
643	4674	2584
644	4681	2576
645	4688	2569
646	4695	2561
647	4702	2554
648	4709	2546
649	4715	2539
650	4722	2531
651	4729	2524
652	4736	2517
653	4743	2509
654	4750	2502
655	4757	2494
656	4788	2500
657	4796	2492
658	4803	2485
659	4812	2479
660	4821	2472
661	4829	2465
662	4836	2458
663	4844	2451
664	4851	2444
665	4858	2436
666	4865	2429
667	4872	2421
668	4879	2414
669	4886	2406
670	4893	2399
671	4900	2391
672	4906	2384
673	4913	2376
674	4921	2369
675	4928	2362
676	4935	2354
677	4942	2347
678	4949	2339
679	4956	2332
680	4963	2324
681	4970	2317
682	4977	2310
683	4984	2302
684	4991	2295
685	4998	2287
686	5005	2280
687	5012	2272
688	5019	2265
689	5026	2258
690	5033	2250
691	5040	2243
692	5047	2235
693	5054	2228
694	5060	2220
695	5067	2213
696	5075	2206
697	5082	2199
698	5089	2191
699	5096	2184
700	5103	2176
701	5110	2169
702	5117	2162
703	5124	2154
704	5131	2147
705	5138	2139
706	5144	2132
707	5151	2124
708	5158	2117
709	5165	2109
710	5172	2102
711	5179	2094
712	5185	2087
713	5192	2079
714	5199	2072
715	5206	2065
716	5213	2057
717	5219	2050
718	5226	2042
719	5233	2035
720	5240	2028
721	5247	2020
722	5254	2013
723	5261	2005
724	5268	1998
725	5275	1990
726	5282	1983
727	5289	1976
728	5296	1968
729	5303	1961
730	5310	1954
731	5317	1946
732	5324	1939
733	5331	1932
734	5338	1924
735	5345	1917
736	5353	1910
737	5361	1903
738	5369	1896
739	5376	1889
740	5383	1881
741	5389	1874
742	5396	1866
743	5403	1859
744	5410	1851
745	5417	1844
746	5423	1837
747	5430	1829
748	5438	1822
749	5445	1815
750	5451	1807
751	5458	1800
752	5465	1792
753	5472	1785
754	5479	1778
755	5486	1770
756	5493	1763
757	5500	1756
758	5507	1748
759	5513	1741
760	5520	1733
761	5527	1726
762	5534	1719
763	5541	1711
764	5548	1704
765	5556	1697
766	5564	1690
767	5571	1683
768	5578	1675
769	5585	1668
770	5592	1660
771	5599	1653
772	5606	1646
773	5612	1638
774	5619	1631
775	5626	1624
776	5633	1616
777	5640	1609
778	5648	1602
779	5655	1595
780	5662	1587
781	5669	1580
782	5676	1573
783	5683	1565
784	5690	1558
785	5697	1551
786	5704	1543
787	5711	1536
788	5718	1529
789	5726	1522
790	5732	1514
791	5739	1507
792	5747	1500
793	5754	1492
794	5760	1485
795	5767	1478
796	5775	1471
797	5782	1463
798	5789	1456
799	5796	1449
800	5804	1441
801	5811	1434
802	5817	1427
803	5825	1420
804	5832	1412
805	5839	1405
806	5846	1398
807	5853	1390
808	5860	1383
809	5867	1376
810	5874	1369
811	5881	1361
812	5887	1354
813	5894	1346
814	5901	1339
815	5909	1332
816	5919	1325
817	5929	1319
818	5938	1312
819	5945	1305
820	5954	1298
821	5975	1294
822	5986	1287
823	5993	1280
824	6000	1272
825	6008	1265
826	6015	1258
827	6022	1251
828	6031	1244
829	6038	1236
830	6045	1229
831	6054	1222
832	6060	1215
833	6069	1208
834	6076	1200
835	6084	1193
836	6094	1186
837	6104	1180
838	6114	1173
839	6123	1166
840	6135	1159
841	6145	1153
842	6154	1146
843	6163	1139
844	6170	1131
845	6178	1124
846	6186	1117
847	6194	1110
848	6203	1103
849	6213	1096
850	6223	1089
851	6233	1082
852	6243	1075
853	6253	1069
854	6263	1062
855	6272	1055
856	6282	1048
857	6289	1040
858	6299	1034
859	6306	1026
860	6316	1019
861	6323	1012
862	6331	1005
863	6338	997
864	6347	990
865	6354	983
866	6364	976
867	6376	969
868	6387	962
869	6396	955
870	6405	948
871	6412	941
872	6419	933
873	6426	926
874	6433	919
875	6440	911
876	6447	904
877	6455	896
878	6464	889
879	6471	882
880	6478	875
881	6485	867
882	6499	861
883	6512	854
884	6527	848
885	6540	841
886	6554	835
887	6578	829
888	6591	822
889	6598	815
890	6605	808
891	6612	800
892	6619	793
893	6625	785
894	6633	778
895	6639	770
896	6647	763
897	6654	755
898	6661	748
899	6668	740
900	6675	733
901	6682	725
902	6688	718
903	6695	711
904	6702	703
905	6709	696
906	6717	688
907	6723	681
908	6730	673
909	6737	666
910	6744	658
911	6751	651
912	6758	643
913	6765	636
914	6771	629
915	6778	621
916	6787	614
917	6796	607
918	6803	599
919	6809	592
920	6816	584
921	6823	577
922	6830	569
923	6837	562
924	6844	554
925	6851	547
926	6858	540
927	6865	532
928	6872	525
929	6879	517
930	6886	510
931	6909	504
932	6915	496
933	6922	489
934	6929	481
935	6936	474
936	6943	466
937	6949	459
938	6956	451
939	6964	444
940	6971	437
941	6978	429
942	6984	422
943	6991	414
944	6998	407
945	7004	399
946	7011	392
947	7018	384
948	7025	377
949	7032	370
950	7038	362
951	7045	355
952	7052	347
953	7059	340
954	7066	332
955	7072	325
956	7079	318
957	7086	310
958	7092	303
959	7099	295
960	7105	288
961	7112	280
962	7119	273
963	7125	266
964	7132	258
965	7139	251
966	7145	243
967	7152	236
968	7159	229
969	7166	221
970	7173	214
971	7180	206
972	7187	199
973	7194	192
974	7200	184
975	7207	177
976	7214	169
977	7220	162
978	7227	155
979	7234	147
980	7241	140
981	7247	132
982	7254	125
983	7261	118
984	7268	110
985	7275	103
986	7282	95
987	7289	88
988	7296	81
989	7303	73
990	7310	66
991	7316	59
992	7323	51
993	7332	44
994	7338	36
995	7345	29
996	7352	22
997	7359	14
998	7367	7
999	7373	0
